subject,Label,Preamble,Value,Condition,ItemNumber,Is_definite,Is_modified,Is_coordinated
S[7],filler,Most challenges,can be overcome with hard work and perserverence ,filler,quantifier,45,NULL,NA
S[7],filler,If sentient robots roamed the Earth%2C,we would never know.,filler,if,52,NULL,NA
S[7],trial,Answers,to the exams can be found in the back of the book.,BP,25,FALSE,FALSE,FALSE
S[7],filler,Whoever was responsible,for the death of the boy will go to hell.,filler,correlative,63,NULL,NA
S[7],filler,The book that kept me up all night,ended with a twist.,filler,rc,2,NULL,NA
S[7],trial,Colors and ghosts,don't go together.,BPand,18,FALSE,FALSE,TRUE
S[7],filler,If the world was ruled by cats%2C,it would be a much better place.,filler,if,55,NULL,NA
S[7],filler,If I could travel back in time%2C it would be the time when,I had no responsibilities,filler,if,56,NULL,NA
S[7],trial,The monuments and the mobs,scare away the tourists.,theBPand,7,TRUE,FALSE,TRUE
S[7],filler,Who is behind the mask,of professionality.,filler,wh,35,NULL,NA
S[7],filler,David and Rebecca,lived happily ever after.,filler,name,14,NULL,NA
S[7],trial,The squares and the flowers,were arranged in a beautiful garden.,theBPand,31,TRUE,FALSE,TRUE
S[7],filler,The city that never slept,was suddenly asleep.,filler,rc,5,NULL,NA
S[7],trial,The anxious boys,ran around in a panic,theAdjBP,21,TRUE,TRUE,FALSE
S[7],filler,Whatever happened,to the birds and the bees.,filler,correlative,61,NULL,NA
S[7],filler,The car that raced through the streets,left track marks.,filler,rc,1,NULL,NA
S[7],trial,The blissful journeys,were my fondest memories.,theAdjBP,5,TRUE,TRUE,FALSE
S[7],filler,Along the road,there was a serial killer ,filler,adjunct,25,NULL,NA
S[7],filler,What if you dare,to speak truth to power?,filler,wh,40,NULL,NA
S[7],trial,The blind artists and the spicy pickles,were the stars of the show.,theAdjBPand,19,TRUE,TRUE,TRUE
S[7],filler,Amidst the vibrant city lights,the people lived as if there was no tomorrow.,filler,adjunct,22,NULL,NA
S[7],filler,Few opportunities,come to the poor.,filler,quantifier,43,NULL,NA
S[7],filler,Some dreams,feel like they will never end.,filler,quantifier,42,NULL,NA
S[7],filler,When the clock strikes,midnight%2C I must leave.,filler,wh,33,NULL,NA
S[7],trial,The unlucky astronauts,lost communication with Earth.,theAdjBP,13,TRUE,TRUE,FALSE
S[7],filler,Whose coffee,is the best?,filler,wh,37,NULL,NA
S[7],filler,Were I to relive yesterday%2C,I would say everything I was too afraid.,filler,if,60,NULL,NA
S[7],trial,The newspapers,are dying.,theBP,24,TRUE,FALSE,FALSE
S[7],filler,Within the serene garden oasis,I stopped to meditate.,filler,adjunct,23,NULL,NA
S[7],filler,Why the stars shine,kept scientists up at night ages ago.,filler,wh,32,NULL,NA
S[7],trial,Broad rivers,have strong currents.,AdjBP,4,FALSE,TRUE,FALSE
S[7],filler,If a portal to the Dune universe would open today%2C,I would run the other way.,filler,if,53,NULL,NA
S[7],filler,If artists from different eras collaborated with Billie Eilish%2C,it would be an interesting album.,filler,if,54,NULL,NA
S[7],trial,Entrances and airports,have too much security.,BPand,26,FALSE,FALSE,TRUE
S[7],filler,How can we mend,a broken heart?,filler,wh,39,NULL,NA
S[7],filler,Within the tranquil coastal village,lie the rich unplussed by the poverty just outside.,filler,adjunct,28,NULL,NA
S[7],filler,On the golden sandy beach,the tourists passed their time.,filler,adjunct,21,NULL,NA
S[7],filler,Were I to save someone from the past%2C,I would do it in a heartbeat.,filler,if,59,NULL,NA
S[7],trial,Stubborn mysteries and bashful maids,are studied in these chambers.,AdjBPand,6,FALSE,TRUE,TRUE
S[7],filler,The Smith family,went on vacation.,filler,name,13,NULL,NA
S[7],filler,At the bustling market square,vendors competed for their daily income.,filler,adjunct,27,NULL,NA
S[7],trial,Headaches and rulers,are stubborn.,BPand,10,FALSE,FALSE,TRUE
S[7],filler,During a starry summer night,I appreciated the unknown.,filler,adjunct,24,NULL,NA
S[7],filler,The city that buzzed with vibrant energy day and night,was a wonderful place to live.,filler,rc,6,NULL,NA
S[7],trial,Scissors,cut through the credit card.,BP,1,FALSE,FALSE,FALSE
S[7],filler,All eager eyes%2C filled with anticipation%2C,were drawn to the results.,filler,quantifier,46,NULL,NA
S[7],filler,All stars,die an energetic death.,filler,quantifier,41,NULL,NA
S[7],trial,Innocent smiles and costly dinners,disguised their unhappiness.,AdjBPand,30,FALSE,TRUE,TRUE
S[7],filler,If time and money were no obstacles%2C,I would upend capitalism.,filler,if,51,NULL,NA
S[7],filler,Few precious chances%2C which had eluded them for so long%2C,were finally in their path.,filler,quantifier,49,NULL,NA
S[7],trial,The dilemmas and the pizzas,arrived at once.,theBPand,23,TRUE,FALSE,TRUE
S[7],filler,Many passionate voices%2C echoing through the room%2C,fighting for what they believe in.,filler,quantifier,47,NULL,NA
S[7],filler,Several blissful moments%2C spent in each other's arms%2C,will never be forgotten.,filler,quantifier,48,NULL,NA
S[7],trial,Sunlit ponds and green umbrellas,covered the park.,AdjBPand,14,FALSE,TRUE,TRUE
S[7],filler,In the misty mountain valley,appeared a hungry bear.,filler,adjunct,26,NULL,NA
S[7],filler,The tree that shaded the picnic area,was thousands of years old.,filler,rc,4,NULL,NA
S[7],trial,Sisters,and brothers can never be replaced.,BP,9,FALSE,FALSE,FALSE
S[7],filler,Mr. Johnson and his loyal assistant%2C Ms. Rodriguez,set out to the conference.,filler,name,15,NULL,NA
S[7],filler,The Johnson siblings%2C Ethan and Olivia ,fought night and day.,filler,name,18,NULL,NA
S[7],trial,The guests,were surprised by the performance.,theBP,32,TRUE,FALSE,FALSE
S[7],filler,Were I to be the mayor of College Park%2C,I would build public housing.,filler,if,57,NULL,NA
S[7],filler,Emily%2C Michael%2C and Samantha,went on vacation.,filler,name,12,NULL,NA
S[7],trial,Fiendish mosquitos,buzzed all around.,AdjBP,28,FALSE,TRUE,FALSE
S[7],filler,The flower that bloomed like a radiant burst of sunshine,was the most beautiful I had ever seen.,filler,rc,10,NULL,NA
S[7],filler,Whichever path they chose,would affect the rest of their lives.,filler,correlative,64,NULL,NA
S[7],trial,Hungry bears,ate their porridge.,AdjBP,20,FALSE,TRUE,FALSE
S[7],filler,The computer that crashed in a spectacular display of sparks,was replaced at once.,filler,rc,7,NULL,NA
S[7],filler,Sarah and John%2C,went on a date to the movies.,filler,name,11,NULL,NA
S[7],trial,Funerals and tables,are needed to mourn.,BPand,2,FALSE,FALSE,TRUE
S[7],filler,The dog that barked incessantly,was pleased to see their owner.,filler,rc,3,NULL,NA
S[7],filler,Many voices,in my head won't ever stop.,filler,quantifier,44,NULL,NA
S[7],trial,The kings,were brutal in that age.,theBP,16,TRUE,FALSE,FALSE
S[7],filler,The Jones twins%2C Emma and Ethan,looked nothing alike.,filler,name,20,NULL,NA
S[7],filler,Underneath the trees,the children played.,filler,adjunct,29,NULL,NA
S[7],trial,Sketches,of the scene covered the office.,BP,17,FALSE,FALSE,FALSE
S[7],filler,The restaurant that delighted taste buds with tantalizing flavors,received a Michelin star,filler,rc,9,NULL,NA
S[7],filler,Professor Thompson and his brilliant student%2C Alice,published the most cited paper of all time.,filler,name,17,NULL,NA
S[7],trial,The tulips,were stubborn and refused to die.,theBP,8,TRUE,FALSE,FALSE
S[7],filler,Were I to open a bakery shop%2C,I would sell my famous cinnamon buns.,filler,if,58,NULL,NA
S[7],filler,The dynamic duo of Lucy and Max ,were fierce competiters.,filler,name,16,NULL,NA
S[7],trial,Busy moms and decorative rugs,are all over the blog.,AdjBPand,22,FALSE,TRUE,TRUE
S[7],filler,Most vivid dreams%2C which transported them to fantastical realms%2C,were quickly forgotten.,filler,quantifier,50,NULL,NA
S[7],filler,Wherever the party was,I would be sure to be there.,filler,correlative,62,NULL,NA
S[7],trial,Dainty spoons,and dainty forks decorated the table.,AdjBP,12,FALSE,TRUE,FALSE
S[7],filler,Which path to choose,was difficult to choose.,filler,wh,34,NULL,NA
